# XviD 2pass stat file (core version 1.3.2)
# Please do not modify this file

p 2 0 394 2 18627 680
b 4 0 396 0 3310 480
b 4 0 396 0 2399 435
p 2 0 378 18 14004 572
b 4 0 396 0 2209 415
b 4 0 396 0 2515 405
p 2 0 333 63 11369 536
b 4 0 396 0 2395 430
b 4 0 396 0 1897 406
p 2 0 355 41 12458 550
b 4 0 396 0 2670 542
b 4 0 396 0 2753 458
p 2 0 393 3 16887 655
b 4 0 396 0 1914 396
b 4 0 396 0 1944 418
p 2 0 368 28 13026 568
b 4 0 396 0 2526 474
b 4 0 396 0 2891 543
p 2 2 346 48 12481 612
b 4 0 396 0 2718 554
b 4 0 396 0 2568 536
p 2 11 339 46 13555 668
b 4 0 396 0 3235 621
b 4 0 396 0 3766 554
p 2 2 393 1 18191 723
b 4 0 396 0 1862 430
b 4 0 396 0 1739 430
p 2 0 379 17 12868 576
b 4 0 396 0 1760 374
b 4 0 396 0 1480 412
p 2 0 366 30 12086 556
b 4 0 396 0 982 342
b 4 0 396 0 870 380
p 2 0 365 31 11740 546
b 4 0 396 0 1574 508
b 4 0 396 0 1730 429
p 2 0 396 0 16414 643
b 4 0 396 0 1589 390
b 4 0 396 0 1949 390
p 2 0 385 11 12677 556
b 4 0 396 0 1256 375
b 4 0 396 0 1163 383
p 2 1 352 43 11032 538
b 4 0 396 0 1051 357
b 4 0 396 0 1170 369
p 2 0 364 32 11966 559
b 4 0 396 0 1724 516
b 4 0 396 0 1953 477
p 2 0 395 1 15347 636
b 4 0 396 0 1012 330
b 4 0 396 0 1049 415
p 2 0 383 13 10762 551
b 4 0 396 0 946 332
b 4 0 396 0 1017 317
p 2 0 366 30 11716 548
b 4 0 396 0 1101 353
b 4 0 396 0 1180 414
p 2 0 370 26 12221 583
b 4 0 396 0 2519 608
b 4 0 396 0 3033 584
p 2 4 391 1 17969 751
b 4 0 396 0 2430 490
b 4 0 396 0 2335 511
p 2 3 379 14 15630 661
b 4 0 396 0 2153 429
b 4 0 396 0 2282 442
p 2 1 353 42 13147 588
b 4 0 396 0 2570 487
b 4 0 396 0 2689 479
p 2 1 337 58 14205 609
b 4 0 396 0 3684 572
b 4 0 396 0 4367 603
p 2 0 395 1 19129 691
b 4 0 396 0 2554 446
b 4 0 396 0 2128 411
p 2 0 381 15 14458 577
b 4 0 396 0 2254 440
b 4 0 396 0 1909 440
p 2 0 343 53 12502 554
b 4 0 396 0 2295 426
b 4 0 396 0 1645 439
p 2 0 362 34 12427 573
b 4 0 396 0 3017 538
b 4 0 396 0 2835 449
p 2 0 396 0 19025 660
b 4 0 396 0 2158 396
b 4 0 396 0 2588 449
p 2 0 387 9 13574 604
b 4 0 396 0 3293 469
b 4 0 396 0 3943 515
p 2 1 328 67 12558 582
b 4 0 396 0 3987 548
b 4 0 396 0 3941 543
p 2 7 299 90 14331 633
b 4 0 396 0 5150 672
b 4 0 396 0 5698 650
p 2 8 388 0 21541 810
b 4 0 396 0 3448 547
b 4 0 396 0 3156 540
p 2 4 385 7 16639 670
b 4 0 396 0 3499 551
b 4 0 396 0 3434 558
p 2 13 336 47 13031 644
b 4 0 396 0 3561 558
b 4 0 396 0 3725 552
p 2 8 306 82 13616 647
b 4 0 396 0 4264 664
b 4 0 396 0 4758 653
p 2 1 395 0 20747 741
b 4 0 396 0 3233 523
b 4 0 396 0 3260 530
p 2 1 379 16 15588 619
b 4 0 396 0 3048 474
b 4 0 396 0 3182 485
p 2 2 332 62 12522 571
b 4 0 396 0 3339 514
b 4 0 396 0 3343 518
p 2 2 321 73 13669 616
b 4 0 396 0 4047 594
b 4 0 396 0 5082 646
p 2 7 389 0 20535 757
b 4 0 396 0 3446 551
b 4 0 396 0 4013 558
p 2 8 371 17 16600 676
b 4 0 396 0 3979 532
b 4 0 396 0 3937 509
p 2 6 310 80 14515 606
b 4 0 396 0 4800 549
b 4 0 396 0 5084 525
p 2 12 274 110 14906 629
b 4 0 396 0 5334 672
b 4 0 396 0 5794 685
p 2 11 382 3 22811 785
b 4 0 396 0 3353 505
b 4 0 396 0 3913 529
p 2 5 378 13 16720 686
b 4 0 396 0 4493 502
p 2 10 327 59 13492 646
b 4 0 396 0 4519 548
p 2 14 304 78 13945 672
b 4 0 396 0 3913 607
p 2 15 289 92 12941 675
b 4 0 396 0 4173 636
p 2 12 295 89 14897 712
b 4 0 396 0 4406 632
p 2 1 395 0 20401 756
b 4 0 396 0 4073 598
p 2 5 373 18 15970 675
b 4 0 396 0 4245 542
p 2 1 346 49 14587 635
b 4 0 396 0 3712 557
p 2 1 312 83 13570 611
b 4 0 396 0 3328 531
p 2 4 305 87 13659 613
b 4 0 396 0 4520 525
p 2 1 298 97 14179 593
b 4 0 396 0 5236 689
p 2 10 384 2 19577 803
b 4 0 396 0 4368 649
p 2 16 349 31 17053 780
b 4 0 396 0 4767 672
p 2 11 326 59 15364 741
b 4 0 396 0 5118 648
p 2 12 331 53 16586 763
b 4 0 396 0 4348 611
p 2 9 329 58 16749 705
b 4 0 396 0 4860 724
b 4 0 396 0 5058 686
p 2 5 389 2 22677 794
b 4 0 396 0 3362 517
b 4 0 396 0 3614 544
p 2 1 379 16 16036 630
b 4 0 396 0 3727 529
b 4 0 396 0 3695 521
p 2 1 328 67 13706 596
b 4 0 396 0 3734 504
b 4 0 396 0 3851 521
p 2 1 315 80 13663 573
b 4 0 396 0 4684 610
b 4 0 396 0 4946 590
p 2 0 394 2 20421 697
b 4 0 396 0 2738 434
b 4 0 396 0 2905 462
p 2 0 376 20 15082 592
b 4 0 396 0 1987 406
b 4 0 396 0 1973 475
p 2 0 347 49 13627 564
b 4 0 396 0 1616 412
b 4 0 396 0 1541 430
p 2 0 359 37 13413 555
b 4 0 396 0 2403 512
b 4 0 396 0 2730 448
p 2 0 395 1 17947 649
b 4 0 396 0 1300 393
b 4 0 396 0 1467 416
p 2 0 377 19 12746 559
b 4 0 396 0 1281 364
b 4 0 396 0 1413 371
p 2 0 366 30 12288 548
b 4 0 396 0 1451 371
b 4 0 396 0 1413 426
p 2 0 372 24 13158 568
b 4 0 396 0 2113 517
b 4 0 396 0 2072 455
p 2 0 396 0 17099 647
b 4 0 396 0 1243 369
b 4 0 396 0 1187 401
p 2 0 382 14 11318 557
b 4 0 396 0 1466 399
b 4 0 396 0 1987 451
p 2 0 369 27 13651 584
i 2 396 0 0 29856 1977
b 4 0 396 0 2621 501
b 4 0 396 0 3331 531
p 2 2 365 29 14166 629
b 4 0 396 0 4721 709
p 2 20 376 0 20580 808
b 4 0 396 0 3782 579
p 2 21 362 13 14541 717
b 4 0 396 0 3729 615
p 2 12 367 17 15132 733
b 4 0 396 0 4058 661
p 2 15 346 35 14749 716
b 4 0 396 0 4634 618
p 2 2 359 35 15622 699
b 4 0 396 0 4045 587
p 2 2 357 37 17526 674
b 4 0 396 0 4105 660
p 2 5 391 0 21673 755
b 4 0 396 0 4230 654
p 2 20 367 9 15814 745
b 4 0 396 0 5642 721
p 2 35 341 20 17360 799
b 4 0 396 0 5253 695
p 2 35 302 59 16932 795
b 4 0 396 0 4749 630
p 2 27 319 50 15564 782
b 4 0 396 0 4840 567
p 2 10 331 55 16759 695
b 4 0 396 0 4887 705
p 2 4 392 0 22305 782
b 4 0 396 0 3456 507
b 4 0 396 0 3168 504
p 2 0 389 7 16889 637
b 4 0 396 0 2417 444
b 4 0 396 0 2549 468
p 2 0 334 62 12032 550
b 4 0 396 0 2858 503
b 4 0 396 0 2922 517
p 2 1 354 41 15906 603
b 4 0 396 0 3446 570
b 4 0 396 0 3889 562
p 2 0 396 0 18435 663
b 4 0 396 0 1526 384
b 4 0 396 0 1647 419
p 2 0 384 12 12892 562
b 4 0 396 0 2277 388
b 4 0 396 0 2215 400
p 2 0 361 35 13282 557
b 4 0 396 0 3231 473
b 4 0 396 0 2349 447
p 2 0 370 26 13270 578
b 4 0 396 0 2599 566
b 4 0 396 0 3202 539
p 2 0 396 0 18714 689
b 4 0 396 0 1869 429
b 4 0 396 0 1916 423
p 2 1 382 13 13976 593
b 4 0 396 0 2017 432
b 4 0 396 0 2128 459
p 2 0 373 23 14735 610
b 4 0 396 0 2291 432
b 4 0 396 0 2347 435
p 2 4 350 42 15410 601
b 4 0 396 0 2703 435
p 2 0 348 48 14531 596
b 4 0 396 0 3205 508
p 2 1 394 1 18589 689
b 4 0 396 0 3572 474
b 4 0 396 0 3690 517
p 2 0 378 18 13637 631
b 4 0 396 0 3693 503
b 4 0 396 0 3942 527
p 2 0 362 34 13913 609
b 4 0 396 0 4018 512
b 4 0 396 0 3790 537
p 2 2 347 47 14700 643
b 4 0 396 0 4356 604
p 2 2 394 0 20449 735
b 4 0 396 0 3870 532
b 4 0 396 0 3984 558
p 2 11 365 20 17099 707
b 4 0 396 0 3713 534
p 2 6 343 47 12020 632
b 4 0 396 0 4234 584
p 2 7 357 32 15089 686
b 4 0 396 0 4381 613
p 2 3 363 30 16329 679
b 4 0 396 0 5013 722
b 4 0 396 0 5449 708
p 2 10 385 1 22607 826
b 4 0 396 0 3733 599
b 4 0 396 0 3848 540
p 2 2 372 22 17684 648
b 4 0 396 0 4129 544
b 4 0 396 0 3980 590
p 2 0 361 35 13889 606
b 4 0 396 0 3806 557
b 4 0 396 0 3504 558
p 2 0 332 64 13318 581
b 4 0 396 0 4189 632
b 4 0 396 0 4603 593
p 2 0 393 3 20713 714
b 4 0 396 0 3372 529
b 4 0 396 0 3154 515
p 2 0 376 20 16377 634
b 4 0 396 0 3712 610
b 4 0 396 0 3858 632
p 2 0 357 39 14517 625
b 4 0 396 0 2904 612
b 4 0 396 0 3195 575
p 2 1 342 53 12763 610
b 4 0 396 0 3798 651
b 4 0 396 0 4634 599
p 2 0 396 0 19638 724
b 4 0 396 0 2650 525
b 4 0 396 0 2444 536
p 2 0 383 13 15212 623
b 4 0 396 0 2227 529
b 4 0 396 0 2373 552
p 2 0 365 31 13947 610
b 4 0 396 0 3040 552
b 4 0 396 0 3432 550
p 2 0 360 36 15247 608
b 4 0 396 0 3684 661
b 4 0 396 0 4102 659
p 2 4 391 1 21564 759
b 4 0 396 0 2406 556
b 4 0 396 0 2194 554
p 2 4 375 17 15736 668
b 4 0 396 0 2245 533
b 4 0 396 0 2324 517
p 2 1 358 37 14465 611
b 4 0 396 0 3070 551
b 4 0 396 0 2881 611
p 2 5 354 37 15321 659
b 4 0 396 0 3622 718
b 4 0 396 0 4255 711
p 2 12 384 0 21194 829
b 4 0 396 0 2240 554
p 2 6 382 8 12434 714
b 4 0 396 0 2655 596
b 4 0 396 0 2634 556
p 2 7 379 10 14392 700
b 4 0 396 0 2336 538
b 4 0 396 0 2252 536
p 2 0 389 7 12447 649
b 4 0 396 0 1909 519
b 4 0 396 0 2080 474
p 2 0 392 4 14654 650
b 4 0 396 0 2212 546
b 4 0 396 0 1927 541
p 2 0 395 1 15660 679
b 4 0 396 0 1990 473
b 4 0 396 0 1956 515
p 2 0 393 3 11534 626
b 4 0 396 0 1518 433
b 4 0 396 0 1647 465
p 2 0 387 9 13097 618
b 4 0 396 0 2080 458
b 4 0 396 0 2462 458
p 2 0 387 9 16584 628
b 4 0 396 0 1628 445
b 4 0 396 0 1752 509
p 2 0 393 3 18080 676
b 4 0 396 0 1258 415
b 4 0 396 0 1368 422
p 2 0 391 5 12027 603
b 4 0 396 0 1077 398
b 4 0 396 0 1305 429
p 2 0 390 6 10244 591
b 4 0 396 0 1023 354
b 4 0 396 0 1110 396
p 2 1 385 10 12567 598
b 4 0 396 0 1454 455
b 4 0 396 0 1340 489
p 2 0 396 0 14626 643
b 4 0 396 0 911 398
b 4 0 396 0 1231 411
p 2 0 393 3 10147 592
b 4 0 396 0 993 351
b 4 0 396 0 1458 429
p 2 0 391 5 12993 600
b 4 0 396 0 1234 346
b 4 0 396 0 1305 371
p 2 0 381 15 14857 591
b 4 0 396 0 1503 422
b 4 0 396 0 1625 452
p 2 0 395 1 16220 664
b 4 0 396 0 1290 439
b 4 0 396 0 1534 436
p 2 0 384 12 12198 597
b 4 0 396 0 1564 435
b 4 0 396 0 1491 412
p 2 0 387 9 12468 611
b 4 0 396 0 1140 390
b 4 0 396 0 1171 376
p 2 0 396 0 13336 600
b 4 0 396 0 1251 438
b 4 0 396 0 1319 468
p 2 0 395 1 16746 657
b 4 0 396 0 1120 401
b 4 0 396 0 1289 402
p 2 0 391 5 10984 611
b 4 0 396 0 1310 408
b 4 0 396 0 1250 412
p 2 0 388 8 13623 609
b 4 0 396 0 1115 403
b 4 0 396 0 1311 410
p 2 0 391 5 13132 601
b 4 0 396 0 1928 511
b 4 0 396 0 2131 536
p 2 5 391 0 15006 712
b 4 0 396 0 2647 514
b 4 0 396 0 2425 511
p 2 1 384 11 14160 634
b 4 0 396 0 2181 473
b 4 0 396 0 2381 448
p 2 0 382 14 12897 604
b 4 0 396 0 2378 443
b 4 0 396 0 2456 424
p 2 1 383 12 15165 612
b 4 0 396 0 2555 490
b 4 0 396 0 2256 521
p 2 0 392 4 15906 663
b 4 0 396 0 1513 416
b 4 0 396 0 1640 428
p 2 0 387 9 11828 600
b 4 0 396 0 1676 434
b 4 0 396 0 1807 438
p 2 0 377 19 13498 595
b 4 0 396 0 1905 461
b 4 0 396 0 2280 425
p 2 0 382 14 15220 593
b 4 0 396 0 2572 497
b 4 0 396 0 2779 537
p 2 1 393 2 16837 683
b 4 0 396 0 3561 573
b 4 0 396 0 3518 579
p 2 5 371 20 14109 679
b 4 0 396 0 3290 544
b 4 0 396 0 2829 476
p 2 0 380 16 12495 622
b 4 0 396 0 2689 481
b 4 0 396 0 2896 475
p 2 0 380 16 15632 601
b 4 0 396 0 3015 582
b 4 0 396 0 2987 619
p 2 0 393 3 16846 723
b 4 0 396 0 2659 503
p 2 0 386 10 13971 662
i 2 396 0 0 26946 1928
b 4 0 396 0 4369 616
b 4 0 396 0 3976 617
p 2 1 380 15 14680 691
b 4 0 396 0 3147 540
b 4 0 396 0 3065 511
p 2 1 378 17 17149 637
b 4 0 396 0 2701 535
b 4 0 396 0 2466 569
p 2 0 396 0 18927 696
b 4 0 396 0 1943 491
b 4 0 396 0 1886 508
p 2 0 388 8 12840 615
b 4 0 396 0 3701 564
b 4 0 396 0 3473 586
p 2 0 383 13 16254 645
b 4 0 396 0 2989 566
b 4 0 396 0 3114 539
p 2 2 377 17 16628 662
b 4 0 396 0 2963 594
b 4 0 396 0 2537 606
p 2 2 393 1 19021 713
b 4 0 396 0 1837 468
b 4 0 396 0 2047 514
p 2 0 388 8 12357 630
b 4 0 396 0 1788 520
b 4 0 396 0 1852 507
p 2 0 384 12 12663 608
b 4 0 396 0 1537 449
b 4 0 396 0 1736 457
p 2 0 394 2 15327 615
b 4 0 396 0 1758 478
b 4 0 396 0 1619 501
p 2 0 392 4 15663 655
b 4 0 396 0 1186 395
b 4 0 396 0 1306 400
p 2 0 392 4 11560 591
b 4 0 396 0 1395 426
b 4 0 396 0 1474 435
p 2 0 387 9 11999 596
b 4 0 396 0 1028 371
b 4 0 396 0 1170 401
p 2 0 393 3 13688 598
b 4 0 396 0 1711 489
b 4 0 396 0 1322 475
p 2 0 394 2 14786 644
b 4 0 396 0 1027 400
b 4 0 396 0 1099 409
p 2 0 389 7 9944 582
b 4 0 396 0 1168 400
b 4 0 396 0 1533 447
p 2 0 384 12 10311 581
b 4 0 396 0 1253 377
b 4 0 396 0 1538 394
p 2 0 387 9 14152 595
b 4 0 396 0 1770 454
b 4 0 396 0 1749 474
p 2 0 393 3 16917 674
b 4 0 396 0 1403 429
b 4 0 396 0 1926 477
p 2 0 390 6 10914 592
b 4 0 396 0 1965 474
b 4 0 396 0 1732 445
p 2 0 387 9 12850 598
b 4 0 396 0 1348 435
b 4 0 396 0 1436 422
p 2 0 387 9 13103 588
b 4 0 396 0 2011 518
b 4 0 396 0 2103 481
p 2 0 394 2 15807 685
b 4 0 396 0 2016 434
b 4 0 396 0 1788 449
p 2 0 387 9 13599 613
b 4 0 396 0 1376 427
b 4 0 396 0 1496 419
p 2 0 388 8 11039 580
b 4 0 396 0 1495 415
b 4 0 396 0 1944 416
p 2 0 391 5 13767 590
b 4 0 396 0 1935 473
b 4 0 396 0 1807 503
p 2 1 395 0 16651 658
b 4 0 396 0 1171 403
b 4 0 396 0 1466 486
p 2 0 390 6 11092 588
b 4 0 396 0 1664 521
b 4 0 396 0 1708 531
p 2 6 381 9 13339 662
b 4 0 396 0 1411 508
b 4 0 396 0 1402 477
p 2 2 389 5 13400 633
b 4 0 396 0 1937 554
b 4 0 396 0 1603 528
p 2 0 396 0 14617 681
b 4 0 396 0 1137 437
b 4 0 396 0 1357 460
p 2 0 394 2 10167 618
b 4 0 396 0 1352 464
b 4 0 396 0 1429 444
p 2 0 384 12 10741 616
b 4 0 396 0 1087 415
b 4 0 396 0 1104 411
p 2 0 389 7 11808 602
b 4 0 396 0 1714 480
b 4 0 396 0 1370 504
p 2 0 395 1 13259 649
b 4 0 396 0 1005 418
b 4 0 396 0 1022 396
p 2 0 386 10 10232 595
b 4 0 396 0 1088 417
b 4 0 396 0 1334 424
p 2 0 387 9 9887 604
b 4 0 396 0 886 371
b 4 0 396 0 963 386
p 2 0 391 5 11241 591
b 4 0 396 0 1571 482
b 4 0 396 0 1491 501
p 2 0 394 2 12963 637
b 4 0 396 0 1210 392
b 4 0 396 0 1417 431
p 2 0 391 5 10328 599
b 4 0 396 0 1064 421
b 4 0 396 0 1220 435
p 2 0 389 7 11360 581
b 4 0 396 0 935 368
b 4 0 396 0 1062 393
p 2 0 392 4 12623 585
b 4 0 396 0 1395 472
b 4 0 396 0 1154 461
p 2 0 396 0 13521 640
b 4 0 396 0 1198 424
b 4 0 396 0 1354 440
p 2 0 391 5 9622 607
b 4 0 396 0 1861 459
b 4 0 396 0 2095 471
p 2 0 388 8 12232 624
b 4 0 396 0 1784 457
b 4 0 396 0 1958 459
p 2 0 392 4 15332 598
b 4 0 396 0 1827 461
b 4 0 396 0 1535 474
p 2 0 394 2 15564 663
b 4 0 396 0 903 407
b 4 0 396 0 1177 393
p 2 0 389 7 10565 589
b 4 0 396 0 1107 409
b 4 0 396 0 1374 443
p 2 1 389 6 10347 584
b 4 0 396 0 1017 388
b 4 0 396 0 1123 386
p 2 0 388 8 12718 588
b 4 0 396 0 1575 454
b 4 0 396 0 1528 477
p 2 1 394 1 14450 636
b 4 0 396 0 1368 420
b 4 0 396 0 1512 428
p 2 1 385 10 10840 602
b 4 0 396 0 1308 414
b 4 0 396 0 1335 401
p 2 1 387 8 11663 592
b 4 0 396 0 1037 393
b 4 0 396 0 974 355
p 2 0 389 7 11667 586
b 4 0 396 0 1557 485
b 4 0 396 0 1516 513
p 2 0 394 2 14626 650
b 4 0 396 0 1817 565
b 4 0 396 0 2472 654
p 2 4 380 12 12628 713
b 4 0 396 0 2758 604
b 4 0 396 0 2496 599
p 2 2 380 14 16386 706
b 4 0 396 0 2061 560
b 4 0 396 0 2237 504
p 2 1 392 3 16066 659
b 4 0 396 0 1835 494
b 4 0 396 0 1740 527
p 2 0 396 0 16484 679
b 4 0 396 0 1585 452
b 4 0 396 0 1678 455
p 2 0 387 9 13060 612
b 4 0 396 0 1568 426
b 4 0 396 0 1822 454
p 2 0 381 15 12570 603
b 4 0 396 0 1469 440
b 4 0 396 0 1782 440
p 2 0 388 8 15337 595
b 4 0 396 0 2638 537
b 4 0 396 0 2656 570
p 2 3 392 1 15989 715
b 4 0 396 0 3869 552
b 4 0 396 0 2939 531
p 2 3 381 12 14152 661
b 4 0 396 0 2056 487
b 4 0 396 0 2093 505
p 2 0 376 20 12246 596
b 4 0 396 0 1529 441
b 4 0 396 0 1530 429
p 2 0 388 8 15063 614
b 4 0 396 0 1632 494
b 4 0 396 0 1561 494
p 2 0 395 1 14173 635
b 4 0 396 0 1424 442
b 4 0 396 0 1615 453
p 2 0 384 12 11581 605
b 4 0 396 0 2947 495
b 4 0 396 0 2472 466
p 2 2 383 11 12876 631
b 4 0 396 0 1594 417
b 4 0 396 0 1869 419
p 2 1 390 5 15523 610
b 4 0 396 0 1916 528
b 4 0 396 0 1858 518
p 2 0 393 3 14404 639
b 4 0 396 0 1832 488
b 4 0 396 0 2075 451
p 2 1 384 11 11735 610
b 4 0 396 0 2551 499
b 4 0 396 0 2086 445
p 2 0 382 14 13679 614
b 4 0 396 0 1644 479
b 4 0 396 0 1656 422
p 2 0 390 6 13570 602
b 4 0 396 0 1650 490
b 4 0 396 0 1589 482
p 2 0 396 0 15485 665
b 4 0 396 0 1770 465
b 4 0 396 0 1723 468
p 2 0 390 6 12641 624
b 4 0 396 0 1445 445
b 4 0 396 0 1575 455
p 2 0 386 10 10606 591
b 4 0 396 0 1293 406
b 4 0 396 0 1435 386
p 2 0 395 1 14977 605
b 4 0 396 0 1434 445
b 4 0 396 0 1456 482
p 2 0 395 1 15160 649
b 4 0 396 0 1095 435
b 4 0 396 0 1240 429
p 2 2 390 4 9479 587
b 4 0 396 0 1104 406
b 4 0 396 0 1172 407
p 2 0 387 9 11288 596
b 4 0 396 0 1112 401
b 4 0 396 0 1047 349
p 2 0 389 7 12597 592
b 4 0 396 0 1726 460
b 4 0 396 0 1782 495
p 2 0 393 3 14704 667
i 2 396 0 0 29730 1950
b 4 0 396 0 1786 445
b 4 0 396 0 1969 494
p 2 0 351 45 14301 592
b 4 0 396 0 2555 555
b 4 0 396 0 2273 555
p 2 5 346 45 15666 637
b 4 0 396 0 2771 640
b 4 0 396 0 3803 630
p 2 1 393 2 18549 747
b 4 0 396 0 1894 528
b 4 0 396 0 2160 534
p 2 3 374 19 15270 674
b 4 0 396 0 2933 539
b 4 0 396 0 2430 532
p 2 0 360 36 13898 619
b 4 0 396 0 1713 409
b 4 0 396 0 1598 456
p 2 0 355 41 14139 578
b 4 0 396 0 2862 566
b 4 0 396 0 3499 502
p 2 1 395 0 19047 696
b 4 0 396 0 2700 488
b 4 0 396 0 2882 475
p 2 0 380 16 14417 602
b 4 0 396 0 1840 446
b 4 0 396 0 1712 462
p 2 0 353 43 12509 566
b 4 0 396 0 1365 399
b 4 0 396 0 1321 444
p 2 0 364 32 13685 565
b 4 0 396 0 2265 519
b 4 0 396 0 2335 441
p 2 0 395 1 16958 658
b 4 0 396 0 1354 377
b 4 0 396 0 1368 440
p 2 0 376 20 13616 560
b 4 0 396 0 1233 405
b 4 0 396 0 1156 428
p 2 0 345 51 11297 538
b 4 0 396 0 1544 418
b 4 0 396 0 1569 410
p 2 0 353 43 12414 565
b 4 0 396 0 2552 553
b 4 0 396 0 3232 503
p 2 0 395 1 17511 694
b 4 0 396 0 1847 494
b 4 0 396 0 2161 533
p 2 2 374 20 15159 627
b 4 0 396 0 2441 516
p 2 9 369 18 12159 667
b 4 0 396 0 3060 582
b 4 0 396 0 3085 556
p 2 3 374 19 13463 658
b 4 0 396 0 2866 543
b 4 0 396 0 2869 530
p 2 0 386 10 16843 648
b 4 0 396 0 2655 576
b 4 0 396 0 2452 604
p 2 2 394 0 18023 743
b 4 0 396 0 2240 518
b 4 0 396 0 2458 545
p 2 5 381 10 11326 681
b 4 0 396 0 2178 549
b 4 0 396 0 2157 515
p 2 1 380 15 12901 659
b 4 0 396 0 2076 459
b 4 0 396 0 2234 461
p 2 0 389 7 16088 636
b 4 0 396 0 2571 540
b 4 0 396 0 2434 521
p 2 0 395 1 15629 700
b 4 0 396 0 2694 497
b 4 0 396 0 2357 487
p 2 0 386 10 12175 615
b 4 0 396 0 3049 527
b 4 0 396 0 2280 492
p 2 1 378 17 12133 617
b 4 0 396 0 2394 508
b 4 0 396 0 2456 487
p 2 1 381 14 15802 628
b 4 0 396 0 2252 519
b 4 0 396 0 1924 462
p 2 0 396 0 15537 682
b 4 0 396 0 1578 421
b 4 0 396 0 1781 420
p 2 1 386 9 12273 613
b 4 0 396 0 1644 439
b 4 0 396 0 1712 470
p 2 0 383 13 10640 584
b 4 0 396 0 1950 450
b 4 0 396 0 2430 458
p 2 1 384 11 14718 624
b 4 0 396 0 3643 579
b 4 0 396 0 3636 566
p 2 3 393 0 16499 704
b 4 0 396 0 3426 541
b 4 0 396 0 2959 506
p 2 0 384 12 12150 629
b 4 0 396 0 3145 552
b 4 0 396 0 2985 520
p 2 0 378 18 13115 629
b 4 0 396 0 2329 461
b 4 0 396 0 2621 459
p 2 0 384 12 17166 622
b 4 0 396 0 2142 488
b 4 0 396 0 1775 497
p 2 0 396 0 16141 663
b 4 0 396 0 1542 439
b 4 0 396 0 1838 438
p 2 1 387 8 11352 620
b 4 0 396 0 1929 449
b 4 0 396 0 1891 457
p 2 0 377 19 11912 602
b 4 0 396 0 2045 441
b 4 0 396 0 2234 405
p 2 0 386 10 15170 613
b 4 0 396 0 2012 466
b 4 0 396 0 1657 482
p 2 0 396 0 15703 659
b 4 0 396 0 1316 381
b 4 0 396 0 1354 410
p 2 0 390 6 11659 589
b 4 0 396 0 1150 385
b 4 0 396 0 1211 407
p 2 0 388 8 13427 580
b 4 0 396 0 1572 458
b 4 0 396 0 1924 433
p 2 0 385 11 15336 608
b 4 0 396 0 3499 578
b 4 0 396 0 3379 556
p 2 3 391 2 17908 714
b 4 0 396 0 2481 467
b 4 0 396 0 2464 492
p 2 0 380 16 11308 597
b 4 0 396 0 2510 477
b 4 0 396 0 2600 481
p 2 0 375 21 13387 610
b 4 0 396 0 2335 486
b 4 0 396 0 2730 507
p 2 2 373 21 15596 625
b 4 0 396 0 2960 546
b 4 0 396 0 2607 536
p 2 3 392 1 17567 716
b 4 0 396 0 2214 481
b 4 0 396 0 2123 463
p 2 0 387 9 11519 612
b 4 0 396 0 1571 446
b 4 0 396 0 1933 466
p 2 0 381 15 12548 592
b 4 0 396 0 1400 406
b 4 0 396 0 1426 405
p 2 0 384 12 13464 584
b 4 0 396 0 2432 547
b 4 0 396 0 2460 555
p 2 1 395 0 15202 692
b 4 0 396 0 2875 546
b 4 0 396 0 2799 516
p 2 1 380 15 12427 657
b 4 0 396 0 3385 559
b 4 0 396 0 2964 529
p 2 4 368 24 12872 649
b 4 0 396 0 3535 534
b 4 0 396 0 3503 509
p 2 6 372 18 17600 656
b 4 0 396 0 2834 582
b 4 0 396 0 2753 561
p 2 3 393 0 16440 718
b 4 0 396 0 2023 470
b 4 0 396 0 1737 450
p 2 1 384 11 12651 607
b 4 0 396 0 1779 497
b 4 0 396 0 2027 465
p 2 0 386 10 11669 604
b 4 0 396 0 2196 461
b 4 0 396 0 2160 422
p 2 0 388 8 15468 609
b 4 0 396 0 2648 546
b 4 0 396 0 2694 546
p 2 1 393 2 16334 688
b 4 0 396 0 2570 525
b 4 0 396 0 2487 547
p 2 9 376 11 12998 684
b 4 0 396 0 2253 552
b 4 0 396 0 2464 567
p 2 5 382 9 12672 672
b 4 0 396 0 2235 539
b 4 0 396 0 2372 494
p 2 3 383 10 15270 660
b 4 0 396 0 2289 536
b 4 0 396 0 2172 509
p 2 0 395 1 16063 693
b 4 0 396 0 2411 528
b 4 0 396 0 2936 505
p 2 0 391 5 11984 644
b 4 0 396 0 3464 518
b 4 0 396 0 2654 484
p 2 0 384 12 13298 641
b 4 0 396 0 3313 503
b 4 0 396 0 3439 494
p 2 1 380 15 16218 636
b 4 0 396 0 3258 527
b 4 0 396 0 3152 539
p 2 0 395 1 16061 699
b 4 0 396 0 3345 502
b 4 0 396 0 2756 487
p 2 0 385 11 13334 611
b 4 0 396 0 1924 467
b 4 0 396 0 1667 428
p 2 0 387 9 11485 588
b 4 0 396 0 1767 422
b 4 0 396 0 2070 409
p 2 0 391 5 14532 590
b 4 0 396 0 1780 473
b 4 0 396 0 1691 475
p 2 0 393 3 14489 648
b 4 0 396 0 1469 396
b 4 0 396 0 1368 378
p 2 0 385 11 11018 584
b 4 0 396 0 1441 427
